gbifID,references,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,recordedBy,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,fieldNotes,eventRemarks,locality,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,acceptedScientificName,level0Gid,level0Name,level1Name,level2Gid,level2Name
4953077186,https://www.inaturalist.org/observations/245159407,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/245159407,245159407,Vitaly Charny,,,,,,,,,,,,,,,,2024-10-01T12:06,12:06:00 PM,275,275,2024,10,1,10/1/2024 12:06,,,,,,"Lakeshore trail, Jefferson Co., AL",33.457262,-86.801417,339,Quercus lyrata Walter,USA,United States,Alabama,USA.1.37_1,Jefferson
3961233657,https://www.inaturalist.org/observations/139801081,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/139801081,139801081,Vitaly Charny,,,,,,,,,,,,,,,,2022-10-23T12:56,12:56:00 PM,296,296,2022,10,23,10/23/2022 12:56,,,,,,"Homewood, AL, USA",33.452232,-86.808262,339,Quercus lyrata Walter,USA,United States,Alabama,USA.1.37_1,Jefferson
3947248587,https://www.inaturalist.org/observations/139801082,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/139801082,139801082,Vitaly Charny,,,,,,,,,,,,,,,,2022-10-23T12:57,12:57:00 PM,296,296,2022,10,23,10/23/2022 12:57,,,,,,"Homewood, AL, USA",33.452232,-86.808262,339,Quercus lyrata Walter,USA,United States,Alabama,USA.1.37_1,Jefferson
3961054367,https://www.inaturalist.org/observations/140562086,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/140562086,140562086,Emma Scheller,,,,,,,,,,,,,,,,2022-10-29T13:58:33,1:58:33 PM,302,302,2022,10,29,2022-10-29 13:58:33-05:00,,,,,,"Big Cypress Bayou, Karnack, TX, US",32.695347,-94.179362,307,Quercus lyrata Walter,USA,United States,Texas,USA.44.102_1,Harrison
1088895517,https://www.inaturalist.org/observations/1037145,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,http://www.inaturalist.org/observations/1037145,1037145,Richard Candler,,,,,,,,,,,,,,,,2014-10-25T12:04:01,11:04:01 AM,298,298,2014,10,25,Sat Oct 25 2014 12:04:01 GMT-0400 (EDT),,,,,,"Highway 54, Sharpsburg, GA, US",33.392428,-84.610173,305,Quercus lyrata Walter,USA,United States,Georgia,USA.11.38_1,Coweta
4876083877,https://sernecportal.org/portal/collections/individual/index.php?occid=11108282,UARK,,,,PRESERVED_SPECIMEN,5dff8bc9-8d48-4d02-88e6-e7610b75bb19,UARK027923,E. E. Dale,,,,,,,,,,,,,,,,10/13/1983,,286,286,1983,10,13,13-Oct-83,Edge of slough in woods.,,,,Dagmar Wildlife Management Area,,34.856205,-91.300682,301,Quercus lyrata Walter,USA,United States,Arkansas,USA.4.48_1,Monroe
2234349436,https://sernecportal.org/portal/collections/individual/index.php?occid=12853541,NCU,Vascular Plants,,,PRESERVED_SPECIMEN,01b92410-bfdc-4750-88b2-b383d414b237,NCU00089885,"Lance, Ronald W.",OVER-CUP OAK,,,,,,,,,,,,,,,1986-09,,,,1986,9,,SEPT. 1986,,,,,Tree growing at margin of Savannah River in the flood plain on Silver Bluff Road; near the Landing,,33.311255,-81.854003,301,Quercus lyrata Walter,USA,United States,South Carolina,USA.41.2_1,Aiken
4862900307,https://sernecportal.org/portal/collections/individual/index.php?occid=32544500,NCU,Vascular Plants,,,PRESERVED_SPECIMEN,b6cf328e-c22c-43d1-93ce-87c53a812c3d,NCU00450779,"Witsell, Theo",overcup oak,,,,,,,,,,,,,,,10/27/2006,,300,300,2006,10,27,,"Margins of linear channel scar ponds on forested river terrace. Several large, canopy trees, & several smaller ones fringing the ponds. Not on modern day river or elsewhere on terrace -- just around the ponds",,,,"Ouachita Mountains. Central Hills, Ridges, and Valleys Ecoregion. 2.8 mi ESE of Paron. ""Frog Valley"" (Witsell / Simon / Zollner property). N & E of North Fork Saline River... Fourche SW 7.5' quadrangle",,34.75775,-92.71177,300,Quercus lyrata Walter,USA,United States,Arkansas,USA.4.63_1,Saline
4424152615,https://www.inaturalist.org/observations/163911634,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/163911634,163911634,gizzardscout,,,,,,,,,,,,,,,,2007-11-13T15:29,4:29:00 PM,317,317,2007,11,13,11/13/2007 15:29,,,,,,"Haywood County, TN, USA",35.521565,-89.26658,300,Quercus lyrata Walter,USA,United States,Tennessee,USA.43.38_1,Haywood
1849163937,https://sernecportal.org/portal/collections/individual/index.php?occid=9342084,USCH,MAIN,,,PRESERVED_SPECIMEN,5b6a72da-ff6d-11e2-9beb-001c23ce290f,USCH0034197,John Byron Nelson,"South Carolina Heritage Trust Program. ; John B. Nelson Iredell Soil Project.; Acorns not seen; bark gray, rough; tree about 30' tall.",,,,,,,,,,,,,,,4/24/1986,,114,114,1986,4,24,24-Apr-86,Edge of field within rocky woods over Iredell Soil.; Over Iredell soil.,,,,"Greenglen Rd; ca. 0.3 mi SW of jct with State Rd S-46-82/W Chapel Rd (Nelson Iredell Soil Project: Soil Survey Map: 78, Site:5)",,34.84886,-81.20868,300,Quercus lyrata Walter,USA,United States,South Carolina,USA.41.46_1,York
4076444789,https://www.inaturalist.org/observations/153396883,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/153396883,153396883,Alan Weakley,,,,,,,,,,,,,,,,2023-04-03T16:52:17,3:52:17 PM,93,93,2023,4,3,2023-04-03 16:52:17-04:00,,,,,,"Franklin County, US-FL, US",29.939423,-85.011973,297,Quercus lyrata Walter,USA,United States,Florida,USA.10.18_1,Franklin
4103246327,https://www.inaturalist.org/observations/157443124,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/157443124,157443124,tracysfeldman,,,,,,,,,,,,,,,,4/28/2023,,118,118,2023,4,28,4/28/2023,,,,,,"Durham, NC, USA",35.94802,-78.976697,291,Quercus lyrata Walter,USA,United States,North Carolina,USA.34.32_1,Durham
4062582565,https://www.inaturalist.org/observations/149015358,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/149015358,149015358,tracysfeldman,,,,,,,,,,,,,,,,4/15/2022,,105,105,2022,4,15,4/15/2022,,,,,,"Durham, NC, USA",35.94802,-78.976697,291,Quercus lyrata Walter,USA,United States,North Carolina,USA.34.32_1,Durham
4898131080,,MOR,,,,PRESERVED_SPECIMEN,063d838a-0d24-435e-8510-124a8bef6574,0051593MOR,"Shepard, D",Approx. 20 m high; scattered reproducing population. Leaves collected under tree on 11/20/2005. See staff for acorns.,,,,,,,,,,,,,,,10/25/2005,,298,298,2005,10,25,,,,,,"Tinley Creek Forest Preserves, Oak Forest/Orland Park. Scattered in poorly drained wet mesic woods (flatwoods forest) north of Tinley Creek.",,41.644095,-87.786797,286,Quercus lyrata Walter,USA,United States,Illinois,USA.14.16_1,Cook
2851004091,https://www.inaturalist.org/observations/55320921,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/55320921,55320921,Suzanne Cadwell,,,,,,,,,,,,,,,,2020-08-03T15:49:11,2:49:11 PM,216,216,2020,8,3,2020-08-03 3:49:11 PM EDT,,,,,,"Chapel Hill, NC 27517, USA",35.918008,-78.970236,263,Quercus lyrata Walter,USA,United States,North Carolina,USA.34.32_1,Durham
2641523478,https://www.inaturalist.org/observations/45327918,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/45327918,45327918,kidneymoth,,,,,,,,,,,,,,,,2020-05-08T16:46:31,4:46:31 PM,129,129,2020,5,8,2020-05-08 4:46:31 PM CDT,,,,,,Carrol D. Hudson Recreation Area,34.577521,-86.617831,263,Quercus lyrata Walter,USA,United States,Alabama,USA.1.45_1,Madison
4081330069,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15689029,EIU,,,,PRESERVED_SPECIMEN,1c18b6de-9605-4baa-9040-4c42819ae4b5,EIU019215,"Ebinger, John E.",,,,,,,,,,,,,,,,10/26/1997,,299,299,1997,10,26,26-Oct-97,edge of road and slough,,,,"Turkey Bayou Recreation Area, at campground.",,37.68449,-89.410816,250,Quercus lyrata Walter,USA,United States,Illinois,USA.14.39_1,Jackson
4898130857,,MOR,,,,PRESERVED_SPECIMEN,71725fd4-21cc-4506-9145-97ddd36fc58c,0063220MOR,"Stoynoff, N",,,,,,,,,,,,,,,,10/11/1997,,284,284,1997,10,11,,,,,,Approx. 1.4 mi. SW of 1430 E / 350 N jct.,,37.116743,-88.471683,247,Quercus lyrata Walter,USA,United States,Illinois,USA.14.77_1,Pope
4599767911,https://www.inaturalist.org/observations/158991009,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/158991009,158991009,Jim Walker,,,,,,,,,,,,,,,,2023-05-01T14:49,2:49:00 PM,121,121,2023,5,1,5/1/2023 14:49,,,,,,Old Sabine Bottom WMA,32.583747,-95.34393,244,Quercus lyrata Walter,USA,United States,Texas,USA.44.212_1,Smith
2350451356,https://www.inaturalist.org/observations/6985838,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/6985838,6985838,Andy Newman,"Observed in Catfish Creek floodplain. Bottomland hardwoods dominated by Quercus lyrata, Q. phellos, Q. nigra, Carya aquatica, Betula nigra, Acer rubrum, and Fraxinus pennsylvanica.",,,,,,,,,,,,,,,2017-07-08T15:44,3:44:00 PM,189,189,2017,7,8,2017/07/08 3:44 PM CDT,,,,,,"Anderson County, TX, USA",31.920171,-95.880226,244,Quercus lyrata Walter,USA,United States,Texas,USA.44.1_1,Anderson
4898130304,,MOR,,,,PRESERVED_SPECIMEN,c1dc1606-e85b-4165-a895-ff880c35bab2,0063216MOR,"Stoynoff, N",,,,,,,,,,,,,,,,10/9/1998,,282,282,1998,10,9,,,,,,0.6 mi. N. of IL #127 / #3 jct. East side of road.,,37.136908,-89.272113,235,Quercus lyrata Walter,USA,United States,Illinois,USA.14.2_1,Alexander
4898067910,,MOR,,,,PRESERVED_SPECIMEN,822a029e-fe50-41a1-9e36-ade694758301,0063285MOR,"Hess, WJ;Stoynoff, N",,,,,,,,,,,,,,,,7/31/1996,,213,213,1996,7,31,,,,,,"Horseshoe Lake Conservation Area, island in the lake, just SE of causeway.",,37.144138,-89.339942,234,Quercus lyrata Walter,USA,United States,Illinois,USA.14.2_1,Alexander
3698095395,https://www.inaturalist.org/observations/98790900,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/98790900,98790900,mfeaver,,,,,,,,,,,,,,,,2021-10-17T09:39,8:39:00 AM,290,290,2021,10,17,2021/10/17 9:39 AM EDT,,,,,,"Franklin County, FL, USA",29.853761,-84.989492,230,Quercus lyrata Walter,USA,United States,Florida,USA.10.18_1,Franklin
1453047883,https://www.inaturalist.org/observations/1037042,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,http://www.inaturalist.org/observations/1037042,1037042,Andy Newman,,,,,,,,,,,,,,,,10/25/2014,,298,298,2014,10,25,10/25/2014,,,,,,"Bear Creek Park, Houston, TX",29.820764,-95.634012,230,Quercus lyrata Walter,USA,United States,Texas,USA.44.101_1,Harris
3466035906,https://www.inaturalist.org/observations/102795063,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/102795063,102795063,Josh/Joshua,,,,,,,,,,,,,,,,2021-12-09T13:52:34,2:52:34 PM,343,343,2021,12,9,Thu Dec 09 2021 13:52:34 GMT-0600 (CST),,,,,,"Bowie County, US-TX, US",33.282283,-94.33501,219,Quercus lyrata Walter,USA,United States,Texas,USA.44.19_1,Bowie
4898131728,,MOR,,,,PRESERVED_SPECIMEN,13fdd57c-8622-4a26-abba-b2e67c3d1c20,0063217MOR,"Stoynoff, N",,,,,,,,,,,,,,,,10/9/1998,,282,282,1998,10,9,,,,,,"Township of Grand Tower. Oakwood Bottoms, U.S.F. & W. Service Area. FS Road 786. 0.8 mi. W. of Big Muddy Boat Launch. N. side of road.",,37.677459,-89.457798,218,Quercus lyrata Walter,USA,United States,Illinois,USA.14.39_1,Jackson
3344430126,https://sernecportal.org/portal/collections/individual/index.php?occid=20473517,CLEMS,,,,PRESERVED_SPECIMEN,dcb25624-8faa-46db-9f96-7b2a37b380b0,CLEMS0072171,Nick A Stoynoff,,,,,,,,,,,,,,,,10/9/1998,,282,282,1998,10,9,,,,,,Jackson,,37.677459,-89.457798,218,Quercus lyrata Walter,USA,United States,Illinois,USA.14.39_1,Jackson
3961051395,https://www.inaturalist.org/observations/140586625,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/140586625,140586625,Emma Scheller,,,,,,,,,,,,,,,,2022-10-28T18:11,6:11:00 PM,301,301,2022,10,28,2022-10-28 18:11:00-05:00,,,,,,"Caddo Lake State Park, Karnack, TX, US",32.691728,-94.18002,213,Quercus lyrata Walter,USA,United States,Texas,USA.44.102_1,Harrison
4898061153,,MOR,,,,PRESERVED_SPECIMEN,327d5336-25b9-4b18-943d-d1ef6a266166,0063243MOR,"Hess, WJ;Stoynoff, N",,,,,,,,,,,,,,,,8/1/1996,,214,214,1996,8,1,,Bottomland,,,,"On levee, NE of Aldridge, 0.5 mi. E. of IL 3. Along side of Big Muddy R.",,37.565731,-89.462542,211,Quercus lyrata Walter,USA,United States,Illinois,USA.14.92_1,Union
4898074357,,MOR,,,,PRESERVED_SPECIMEN,f2cfce79-52e4-45f7-91eb-01fdd9e71a14,0062818MOR,"Hill, S","Second collector, Angus Gholson, Jr. Determined by S.R.Hill 4/1988",,,,,,,,,,,,,,,4/18/1988,,109,109,1988,4,18,,"Marl/limestone alluvial forest, floodplain terrace",,,,E bank of Apalachicola River at confluence of Flat Creek.,,30.638324,-84.899012,210,Quercus lyrata Walter,USA,United States,Florida,USA.10.19_1,Gadsden
4898045513,,MOR,,,,PRESERVED_SPECIMEN,d0f6b3f9-0f74-4dd1-b60a-7c8f2e053656,0063284MOR,"Hess, WJ;Stoynoff, N",,,,,,,,,,,,,,,,7/31/1996,,213,213,1996,7,31,,Bottomland woods.,,,,"Adjacent to Hess Bayou, N side of Ohio R., @ 1.5-2mi. E of Mount City.",,37.102321,-89.141362,210,Quercus lyrata Walter,USA,United States,Illinois,USA.14.78_1,Pulaski
2572977713,https://nansh.org/portal/collections/individual/index.php?occid=14613017,VT,,,,PRESERVED_SPECIMEN,d1307c4a-508b-465b-86fe-30fa72500b93,UVMVT218457,"Hill, S. R.; Charles Horn",Occasional tree ca. 30 ft tall,,,,,,,,,,,,,,20614,5/26/1989,,146,146,1989,5,26,26-May-89,Creek floodplain between 2 creek bridges,,,,"Pudding Swamp, 0.4 mi. N of C-37; US 301.",,33.803537,-79.95233,210,Quercus lyrata Walter,USA,United States,South Carolina,USA.41.45_1,Williamsburg
2572976785,https://nansh.org/portal/collections/individual/index.php?occid=14612989,VT,,,,PRESERVED_SPECIMEN,46b7ea2a-cdb8-40bd-882f-1a1416f94e42,UVMVT218458,"Hill, S. R.; Angus Gholson, Jr.",Occasional tree ca. 50 ft tall,,,,,,,,,,,,,,19195,4/18/1988,,109,109,1988,4,18,,"Marl/limestone alluvial forest, floodplain terrace",,,,E bank of Apalachicola River at confluence of Flat Creek.,,30.638324,-84.899012,210,Quercus lyrata Walter,USA,United States,Florida,USA.10.19_1,Gadsden
3985906754,https://www.inaturalist.org/observations/142634813,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/142634813,142634813,Nina Grauley,,,,,,,,,,,,,,,,2022-11-22T16:11:10,4:11:10 PM,326,326,2022,11,22,11/22/2022 16:11,,,,,,Syrup and Eggs,35.044076,-85.308025,209,Quercus lyrata Walter,USA,United States,Tennessee,USA.43.33_1,Hamilton
4898064467,,MOR,,,,PRESERVED_SPECIMEN,c61c9800-07d0-41ef-99d3-5fc9f7a6a36d,0062834MOR,"Hill, S",Det. S.R. Hill 5/1988,,,,,,,,,,,,,,,5/14/1988,,135,135,1988,5,14,,Alluvial woodland over marl.,,,,"Board Landing Boat Ramp rd, near E bank of Edisto River, 1.85 mi S of Rte. 61 W of S-18-162.",,33.000031,-80.402922,208,Quercus lyrata Walter,USA,United States,South Carolina,USA.41.18_1,Dorchester
4898041898,,MOR,,,,PRESERVED_SPECIMEN,105cd269-d061-4470-b1e2-7b6d9f5bb972,0063286MOR,"Stoynoff, N",,,,,,,,,,,,,,,,9/6/1998,,249,249,1998,9,6,,"Sandy, silty soil.",,,,Lynchburg Township. Road thru Sanganois State Wildlife Area. N. of main office. Where road splits at Crane Lake. Road splits just to N.; one part head E. on Knapp's Islandand part heads W. across narrow split thru Crane Lake.,,40.120986,-90.257226,208,Quercus lyrata Walter,USA,United States,Illinois,USA.14.61_1,Mason
2572977365,https://nansh.org/portal/collections/individual/index.php?occid=14612995,VT,,,,PRESERVED_SPECIMEN,ae833db8-93f9-45e7-a0fe-d9210edff407,UVMVT218460,"Hill, S. R.","Occasional tree in bottomland woods; mostly immature, 10-20 ft tall",,,,,,,,,,,,,,19307,5/14/1988,,135,135,1988,5,14,,Alluvial woodland over marl.,,,,"Board Landing Boat Ramp rd, near E bank of Edisto River, 1.85 mi S of Rte. 61 W of S-18-162.",,33.000031,-80.402922,208,Quercus lyrata Walter,USA,United States,South Carolina,USA.41.18_1,Dorchester
3337666805,https://www.inaturalist.org/observations/90082889,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/90082889,90082889,Jason,,,,,,,,,,,,,,,,2021-08-01T12:15:49,12:15:49 PM,213,213,2021,8,1,8/1/2021 12:15,,,,,,"Murray, KY 42071, USA",36.732339,-88.117925,203,Quercus lyrata Walter,USA,United States,Kentucky,USA.18.18_1,Calloway
4898068512,,MOR,,,,PRESERVED_SPECIMEN,77ac4433-d368-41a1-98ca-0cfc05642965,0063219MOR,"Stoynoff, N",,,,,,,,,,,,,,,,10/8/1993,,281,281,1993,10,8,,,,,,Township: RD5. Lincoln's New Salem State Historic Site. In historic village.,,39.979098,-89.843623,201,Quercus lyrata Walter,USA,United States,Illinois,USA.14.66_1,Menard
4416956382,https://www.inaturalist.org/observations/184945475,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/184945475,184945475,mabrybiggs,,,,,,,,,,,,,,,,2023-09-25T11:28:36,11:28:36 AM,268,268,2023,9,25,2023-09-25 11:28:36-05:00,,,,,,"Crossville, TN, US",36.131283,-85.024461,200,Quercus lyrata Walter,USA,United States,Tennessee,USA.43.18_1,Cumberland
2234559942,https://sernecportal.org/portal/collections/individual/index.php?occid=21139096,NCU,Vascular Plants,,,PRESERVED_SPECIMEN,f981c442-7943-485f-b051-5bc5d99f9e83,NCU00349037,"Pyne, Milo Guthrie",Albemarle - Pamlico Estuarine Survey. Sitecode: HAW; Overcup oak,,,,,,,,,,,,,,,7/17/1990,,198,198,1990,7,17,,,,,,"Quad: Leggetts Crossroads. Haw Creek / Sand Pit Meanders, W of Haw Creek ca 1 air mi NNW of Leggetts Crossroads, S of Whitehurst Rd",,35.691739,-77.173822,200,Quercus lyrata Walter,USA,United States,North Carolina,USA.34.7_1,Beaufort
4898092674,,MOR,,,,PRESERVED_SPECIMEN,9c59b115-00df-4f38-9b14-0704dc46cf4e,0063218MOR,"Stoynoff, N",,,,,,,,,,,,,,,,9/30/1994,,273,273,1994,9,30,,Bottomland along bayou.,,,,0.2 mi. E. of 1700 E / 400 N jct. 0.7 mi. E. of US #45. Bottomland along Davis Bayou.,,37.131358,-88.616319,198,Quercus lyrata Walter,USA,United States,Illinois,USA.14.62_1,Massac
